"HolderAddress","Balance","PendingBalanceUpdate"
"0x0026562872fe944b33f6a6ebaea3a0e915da2983","122844.83453821","No"
"0x00273c8a2e2a4a3876c4db3c7ce894e9a525fc29","0.266231929266005","No"
"0x00287149e96f8ccb6d79fe8569d66bd94a4f09de","10024.1576673914","No"
"0x0029d921d5a08cb316f51ce9866a6914d5233a63","9628.273","No"
"0x002a5439b4cac95761e3141f4e1dfa9c6cefa4d6","373271.019","No"
"0x002d53532136e9e9f15a5c53af565553bb38c33f","11797","No"
"0x002d63c2daa3e8e8785808f1dcfac1ebeef5707d","715.94476","No"
"0x003051bd937ecdb6f3df218ef38382920651f4a9","8084.56886939219","No"
"0x0031035bb6196a499a1ecdfe639efcb04214b7f1","11818.295","No"
"0x0034356cb445e333459e506c53994200295b3ac2","31419.07","No"
"0x00374ed1e6f6ff3e53939110e42ad2b04d7dcc81","2190.8750095712","No"
"0x003873fc1ea728a8553f46b1f516effa6336f61f","618.183765842262","No"
"0x0038e8fd099e35726c7f3da85b0fa5e7f8a35648","15000.2671481667","No"
"0x0039b22b8cd95aca6bf99752d3466938629e42e4","24928.90812","No"
"0x003a787299269faeb0a94a2919d73379b2db35e0","7500","No"
"0x003d77cd65cb21df4cc01591c3a298562a103abf","10360.9425","No"
"0x003db64cf4942c2c71a69a601a0863b9297b7ca0","100","No"
"0x003df3b89233429a0924cd2a22a33b903ffb93b6","36796.2036","No"
"0x003f90cb94ea241e1d5791eface36eb4fa8162f0","3315.05","No"
"0x00408bd7c70d8f9fd7b3a1176a8a91c46976e682","1E-18","No"
"0x0045ec4c7c1a7aaf8db4019e5258cd4b6f6d9292","23520.7327928852","No"
"0x00468f651f20270e9312e3a30ae605e08aa254e7","60549.7441","No"
"0x0047caaddfe9592553d2b30e6ffb88c831f32070","4200.64009982742","No"
"0x004872fa36d88843e1ddf9a081d01cbd2a0dcfa6","10421.1690716549","No"
"0x004912bc18a698a257277271f8ae3946ddb30a20","24599.20685779","No"
"0x00492f882ce8773b679094843c27bede89bc862b","13000","No"
"0x0049b45cba967e155d9b5f35bb89d4de3b19a361","607.5326","No"
"0x004b0216c1ce92cbfd16560f0a8f832e0add4a80","86000","No"
"0x004cb8caf98bd224a416063ae87e22051ea2b618","30400.5325","No"
"0x00500d3f20d8695f022974ec8a64949a372691c3","1267.69066715869","No"
"0x0051c1c74ac4802f423e4e312b41cc48ac5bb2a1","65150.69928","No"
"0x0053e03ae31a99a71c38d96a2d5968fd82da9725","1091.44991648184","No"
"0x0055e75217ca5cb5aa8290cd966f9d85751a7993","72.7022634610606","No"
"0x0058d290836634044273888ef62e69cf33225476","6862.443","No"
"0x005a20cef22cdd4b195350a63630ca45c1878c41","10998.107","No"
"0x005ab63e67f25a2d4229fbf6d6cdf9406dbc0f84","23126.4056162352","No"
"0x005b0743d8b2ed646499dc48b64b95e71b8afa43","13252.4124541184","No"
"0x005cd214961dde14a9ef6b1436c2fd3d721d8340","91746.164564656","No"
"0x0060585586ea8755d0bdd64088485bc144998cef","3387.99717056272","No"
"0x0062cf2917bc8e05fdc8f4ad68d496ceaec99d40","30095.6093","No"
"0x00643335cb4c1fa658f4302dc746af6e9e18aa42","2675","No"
"0x006483aea1d4fcdc6e6530b46dad0578ae60df03","181731.8792","No"
"0x00656bf0127828d9b234ee698e3db6be8c92055b","1678","No"
"0x006585edb5f4850c30bef79fbcfa4d84eb16def1","39839.849","No"
"0x0065ed0c703fbc8f670218956ebfd83914c8b229","16356.5276416692","No"
"0x006638da3afe7492489aa735ff44ff1e51499522","30791.6395","No"
"0x00670ceaab673dff50ba726c2fcdb8da5f84e47f","31032.69256","No"
"0x00690a2f17cd7fcf3737e6c0cbd3e8f0d549bbfe","73196","No"
"0x00691b5c4bb8225e75db8c7215ded3fbf1aaf428","9162.589","No"
"0x00693a27815a47844356f9403303a1c45c252f49","29355","No"
"0x00698bef63fd38877cb6f7449f0fb159dba76a3c","32409.3120844759","No"
"0x006a82845e28793a67e9f465d5c55e1e382508e8","10018.1023243057","No"
"0x006deeddb423802cd4cc9cf0f239b4790c0d9ac2","24409.8271167291","No"
"0x0070171ba5d1a0d9117937cbda4be342240f5475","30000","No"
"0x0071f631b61b24568d57c6ace8b7116c1739b2ca","2293.20997926797","No"
"0x00742671f9ba71d8b8c2d1f409830ea3706dea30","123156.350000154","No"
"0x0074fcf2241b1fc6da6d97c4219b8e40df29f5ee","919.588859445234","No"
"0x007663311dcfd65de26bb1023c36f7360ba2a518","10042.89800389","No"
"0x00773da9f1354d8d4a19ebdaa3b572c3fa5959ab","9326.2423","No"
"0x0077425fb95420d77919b90088bea5c15f540c80","7.806743006E-09","No"
"0x0077d6b76b9d93e6162ac0c9f3941bb649c2e08f","13294.83626","No"
"0x00783a029ea8f5582022e155789a9a82e1dbe565","17411.498353994","No"
"0x0079d87d6091409ad79f413786ee6311485083b8","1451.293","No"
"0x007a6d708a8333ca27c73d998c8b5482e850b7ad","1415.6939","No"
"0x007a757a8d711a56e147b1ff5f1903f7bc5dc336","37860.4606","No"
"0x007b4e1a04ccd9ce16171a9dbad322d196325113","2000","No"
"0x007c0f94ad08b7eb6da757f763cb5fea617e0103","3191","No"
"0x007c8878a6631ec0c8d73693c8a4fec1802748ac","1451.54842","No"
"0x007d93f473ccb8c43e775da4e537727bfb03ad84","1E-18","No"
"0x00809754b855b68cb9d0c982e6912ce296a79b7c","7547.46747372273","No"
"0x0082be03db4fcb5bf8440631fd63b96b94c4d132","3.846698E-12","No"
"0x00871e64412d3a94e665949928eb13b1a2d704c5","25093.0245805775","No"
"0x008822620a3d985a9f07a92cd6813d2fa923b495","82942.61845695","No"
"0x008932be50098089c6a075d35f4b5182ee549f8a","362.50766819545","No"
"0x008a062246ca963f494c524c666d417797945a78","2899.16059524","No"
"0x008a40fe461ec743b72b2f31a61aeb7bcdf52d69","1498.2989","No"
"0x008adb976bbe7b2d4a8dd0213c62c15b35b906cd","25000","No"
"0x008b08ce744c12ebdb349d252ff2794bb0be9a25","6512.37141570291","No"
"0x008ebffdefda38239e0013e1928390cdc5f2bc9b","1190.9225","No"
"0x008ed33380e0e8f560ebd28edd4618c73958b4d2","1806.94426222969","No"
"0x008fe6b4f8fecc18a1d33c40ec15d11c385d7851","4835.38","No"
"0x009045bd93cc7f8ea55a80741e8754db5b1167a2","123.311542293049","No"
"0x00908c962da950ff79789044ed6c8933c2deaaee","4500","No"
"0x0091384447a077ec37537a3f41b7b27b73926fff","37008.397","No"
"0x00926e7ebc1791bbebac76564b48fbea3f5f27ec","0.481266949675262","No"
"0x00929c5c2c4f00b540e429247669eb6fcd8b1dbf","20897.1952134184","No"
"0x0093e5f2a850268c0ca3093c7ea53731296487eb","271859.222111148","No"
"0x009517f7cb10c754980a3d2da095efe148b477cb","2.15713213E-10","No"
"0x00972c238f19294ffb2fd5a7aff879ff26dceec5","22963.2324808199","No"
"0x00995c2805173b862d1a6c7dfa735d58ac012d7e","23785.7142857143","No"
"0x009bbc200f79bbac086ebda06ab57ec2f6126b66","800","No"
"0x009bfcc147c34928724ef66818686ec0023dbefd","33548.9539","No"
"0x009c4bf239c6b3195b2b5f890886d59e02a776dc","7529.95224638","No"
"0x009e39ef910c8e4d4231f59682757ce3c8272572","5547.4757","No"
"0x009e524493d6d3ed1ba9b5c643f6900f34161df9","100.98496491","No"
"0x009e61ee5eb04eefdca5759602f4fd7787a222d5","2029.97662242634","No"
"0x00a1b60b121059891568907555bd7e346cc90cf7","14989.497","No"
"0x00a22417dbb09c3d489341e0627bda4d8321626a","16669.5416922836","No"
"0x00a76435295962558e05622ff5ef4ba9994d90db","11140.4181","No"
"0x00a7d9e7a70b58b0674862d7a56c5051501f8be4","150","No"
"0x00a92871f245df22e84d1d9b8bef7166bd71fef9","9528.189","No"
"0x00ab481ceea299d71325d3886a094818e83ec2a7","3565.91207822653","No"
"0x00ab82b443ffa08a1a950b636fdcb0790f2fffa1","99600","No"
"0x00ac841c3feae98b59e30b0f0d23dd8d9c02cb6d","31889.014706","No"
"0x00adfc500b3e41ee753cd0f111860015c90b723b","15000","No"
"0x00adff6f67caf00648201e8c5af6b72fbd2a0bcb","8603.55128","No"
"0x00af8c3eef7c442968f3ec73b653bd3e3077f1ec","9044.6537","No"
"0x00b207b79d1919571f94a74ec5f2bf2d12620c38","93424.0397965902","No"
"0x00b235a90c8de1304ef5e404f34598b1a0b91f1b","7.1717463E-11","No"
"0x00b27d6dfa79a4c5780c59c6f6d06f2068667738","20996.7530802423","No"
"0x00b2ee2f9694ed53d62cbc8dea68c632beffecfe","516138.229962758","No"
"0x00b3a688244d2e2c87e173a8f71f4c5430cd9bfd","7574.13307751774","No"
"0x00b3b8ff958cb94b26f57b465f4ecab8b53b9c25","61393.49936","No"
"0x00b52230986a53e0d498628a60b5b8bbf9902a87","10000","No"
"0x00b7012ab68085e75326cf1ef64bcf404522a56f","2558.4693","No"
"0x00b73697688bbb4ceec57c1271fe4a772029a511","573.27347945","No"
"0x00b87c1b8c5f615c514f6d8174ab59633f1c9ed7","27968.4197248543","No"
"0x00ba40923c48223857ad299dcfd67d0b42b43ffe","2184526.17215292","No"
"0x00ba953d5bc109de6b9c734e3c86ade3f1261811","7000000","No"
"0x00bae03b02bb42d5d8deb874826734cac7e67c2d","17461.0480352472","No"
"0x00bc45631879d1e57347d2d7264fc5acaa8e093b","1212.46129824346","No"
"0x00bed44847ad8f720dc58b6c808c7c38092220d5","23678.93820429","No"
"0x00bf43d1e1cc0920afc32f6987de85aa3402cb8f","2721","No"
"0x00bfbbc6ff6aed1e44af06a0d7e7b4ada59f8fcd","28889.925","No"
"0x00c1449a1791ca4be6d936433335a0de819f4240","6.66466678E-10","No"
"0x00c4a4a56ec45c01853265ed334dd1b2d31e29e0","14763.6739530573","No"
"0x00c508472832745b4fc5c6be273d24ddf7ac1a4c","51642.6497","No"
"0x00c55d6fecc0caee1ea890fd0a9d63f1d94543bd","325.4","No"
"0x00c5c61f779798b9e06ffdf0e61ce29d6ea4adb9","5000","No"
"0x00c652364aa3a71ebdef382fae0ca9c053afb9c3","21159.1368250528","No"
"0x00c9a8284c901b7d20278ede54158330135eca37","3504.5464255287","No"
"0x00c9cfb78d26b9b1479de53bd5db6742e22d563d","1755.78854794","No"
"0x00ca167fe8267cda95fd4a0228a3f9623386a4bc","21294.2900484991","No"
"0x00cbe2538059414d9ead8024d4481706011edd2a","7574","No"
"0x00cdf2204e189bb17759e5d8fe5825763ae8a37b","988.148769570654","No"
"0x00d05ba34a2070735fe761aa2fbee536dff581cb","20350","No"
"0x00d3280ed710ff50b74ee4528d15e8b99791a763","3020","No"
"0x00d358e89f64c5f40654f717ad9b143befac9906","19610.808729831","No"
"0x00d3fb3bc99dd139d88ff667b96f423a71b4e3f7","218814","No"
"0x00d4cc5a5f2076cc67b26a8b72be8c260647b961","10248.560576855","No"
"0x00d9aec8951542e0954dca5e17626476d8910dc9","2053.01049438844","No"
"0x00da86dd9be0d57d986f729f289e11bee7d7f2f3","2293.158","No"
"0x00db28f248d1acff5b129323421b8f7b43f714a6","2265.2519","No"
"0x00dbc6cc76869d13b111f27826385d6e72c83703","1000","No"
"0x00dbdf9256bb741070d4274e7d004c0c56619bea","7.95104E-13","No"
"0x00dc80abdceb4732cfb0968e26860ae453a17167","1","No"
"0x00dce3dfc48d3be4e63acfa32414aba03e1272ed","100","No"
"0x00e2aa4613bf8ee05b6ca95e5a941ca39dd3a374","9256.08041852181","No"
"0x00e2fcf5168b3ebbf94488b214f7d34eef9d9e9f","338.61724635","No"
"0x00e3337d4ed3e73a03a5788876e08eab0de6f460","4527.66541196897","No"
"0x00e3a10011bd20c1d7f2e729e8a148eb9a2a71f0","57109.6526834822","No"
"0x00e43ea2b8fc5525579d90a66e6e273ef3cc93a2","35447.04335177","No"
"0x00e642bac5df4a7865fd5cc64c01ffefe6fae259","2.6150218729735E-05","No"
"0x00e7714948978710d7812c2482324541c2dd4dd9","73125.5587","No"
"0x00e7be0d6ad75ecc6df8071785806caad0a4cc30","7.24E-06","No"
"0x00e87a805179ced6b92f81e7fc6354796af0bab9","112762.32972791","No"
"0x00e88d9b70e93b43903bb170656c7a42daf8ab4f","140","No"
"0x00e8950d916a5d45d47adb4803ca54cd2600aa3f","5538.37097547","No"
"0x00ea0bb6a80e7e64a6993617a89b86aa6a76d660","1500","No"
"0x00ea2f5d4f2ead96e33ce2b67ad57e36f1d3e750","3049.93689061824","No"
"0x00eaab9660291c3e2fdaf1e49d9f804227d5da13","76225.3769","No"
"0x00efea833571e6de38dfc565a9b8c11d0c604646","1000","No"
"0x00f23a4d532c653c6cb47160a532cc4df5549cbc","144977","No"
"0x00f2a1c9274e71e6aa755b8d5f67b891892bca1f","9.1102766E-11","No"
"0x00f3801727451859702d2b36fff0f1109a8941e4","13180.2921115888","No"
"0x00f3be4ecdde448f8e432733a4f58ec1dbaa1b17","3987","No"
"0x00f487a0ea72670b200b5c75c36cc03e659677e9","24393.6229210815","No"
"0x00f4e97a9cb68b062416319da0bad04c1d3e9ebd","300000","No"
"0x00f5de0c967ebba4112fdefcfc06a1ec791ec407","61000","No"
"0x00f70bf66bdba222ce5e4e317e432f2aebb2decc","1409.78819083139","No"
"0x00f7cb1c6fea00c864392ad9d9c3e06fb175c2a7","502675758.079642","No"
"0x00f833fc0b355f2f481cf990e5be75f08ed71c93","2657.6243072806","No"
"0x00f8360e302d376018e0c21ef478f1a7fed9193e","3922.6269","No"
"0x00fb48001c5f9ab6c193b31caf25171c0734d425","314.353724453593","No"
"0x00fe5490709064b363ff72968162b14053d1f23b","4453.64432858183","No"
"0x00ffeda4c4784f683504181e1581b7e7c01bb0a3","116447.4407","No"
"0x010140fef0fe00c8dea3c9e2cfaf35ea5c02ad63","36608.6814","No"
"0x01014fdaac844c2e4a51681bf36be2cd809df0bd","558.67295597","No"
"0x010163ae72b77f78cbf0e0ee7df6b8b2546e820e","7113","No"
"0x010193f3685c9e23520ff8ffe9c18fda7ef2bd1a","1508","No"
"0x0101f7454977947723a42dc926f3d79853842ed9","9.37035369E-10","No"
"0x01020085e363d5b5b36b53911aaf061d6c09d24f","38073.555","No"
"0x01058c71e94c42e535f8d3509cd8053749731f5f","29487.8602335734","No"
"0x0107c1b6e3a0f320e6698f8b23c2c8ed562147f6","70078.7580691186","No"
"0x010a7c39dcc5b9fb785d1888064473beee436b35","13905.5783","No"
"0x010cccd47f5f98380a3a2e132709521ba2803321","11542.2","No"
"0x010e82886bc20d74b5017173fc1593c886041b70","216145.8237","No"
"0x010ed0022b7c94f732ea1e4f29a953aaf0f1ebaf","0.857151184116733","No"
"0x011093322a9cbdc707b371996f8b4100bfa8793c","16632.2627725909","No"
"0x0114223772bdef2a3ac58d6ae6739e665f14f83a","40000","No"
"0x011520399c331b0287d0a953c645a99fd3554a47","17813.1","No"
"0x0115ee1c6bafd7e8b4ec5e5a59c027065229c0d6","20433.215466789","No"
"0x01187e32e6193a74539271072696ee98d2a7586b","23076.3105366431","No"
"0x0118830deeda6f7ea86dee1ea6336949d9b8730b","6048.07206","No"
"0x01197d5a9ebd2efeb15db4736b89254a490fdbb7","53103.8789111412","No"
"0x011a05f0d0ee46a84b9d0a5cfb2158ae6cc0b4b9","3","No"
"0x011adbcca87084fdc39f69323345ec951b91f70f","20075.1695","No"
"0x011c215e4a0d3bdadf3dea19e68b072e69bfed01","2859.40119160069","No"
"0x011cc76faecc8233231a18e5014322345ab3a7b3","19626.2792423783","No"
"0x011f4aa01e6e1f11b720baceef26bee2dd6b3b3d","182498","No"
"0x012268574c70273e5a6e6e00ee23b5d36318358a","186784.757308691","No"
"0x0125e5d1e95e0b6e396d25aa6a5d5ee9ba1793bc","27008.5","No"
"0x01262be8cb31e9fe3d71c720327539af8a82b31d","306776.982405","No"
"0x0126b757b633d4fb6697f037aae2efa3c3a9e36a","2957.20835051179","No"
"0x0128d654cf0034d735295fa149979821e8a4bdfd","50000.8893670002","No"
"0x012a180b02998db2e7bc4b9fb583544b5c6a7792","41030.4645","No"
"0x012cfe030d0f317467e87e53096ebc86b6ad9d22","1158.69914829","No"
"0x012e6391720376217632a260a35621aabef03aa4","24724","No"
"0x012f3976c93260f7e4ce1289638278a870b6678d","8812.59231371543","No"
"0x0130126ab7881b00cc82f3d0a2827dcdccfe1546","34204.6843168278","No"
"0x01334205b9f066e4c2511fbae6cb205431af999f","23558.3759442098","No"
"0x0133a4e4651a152707aeba5529fa972f66c7a866","2498.97606763178","No"
"0x0133bb6ac929de028491204f8b4e2359a0f224e3","511.396703921506","No"
"0x0133d7b8e24d11a9b4c511e31d3ee94ef3c9a0e7","3965.09326294703","No"
"0x013563230f23c3b66c69fec99b513245eca48b49","11658.988679633","No"
"0x0138b619685e5a8a76812ea40d91c7c123e926db","10429.2049769927","No"
"0x013e5c8bd026387b48cdb38048db17a5f8b6ffae","50342.4936","No"
"0x013f23a8ea07a8ec36fc0818e635bc25c0cb4267","11703.1006631621","No"
"0x013f2c15309fe8586525d4682380924cc07861a7","3815.3","No"
"0x014151631620db56c90f3cbf8ac0e4570833ee55","75000","No"
"0x0142609d3510a76677fa5bcf3e39d34e6f7e3172","1E-18","No"
"0x0143faa72729e6513b6daea821221059843b8bf3","92630.49060888","No"
"0x01446c638c4cd2073fd2fa91a1dd9bf53cbd0913","2.6274E-14","No"
"0x01447bef8c5b41791698537c6da9b474f96880b2","6469.01449315957","No"
"0x0147fe16a5bdddd1203aef0cef62d00ebd66a24f","30683.5647735316","No"
"0x014a779d60c4555ac053adc600109840c7cc54e6","28970.749","No"
"0x014f49c47c6d2cf00d31dc5bbe60a5e49c878043","525.1","No"
"0x0154e83eacce4ea7918463170389a2ee9e09d18c","2419.93526928124","No"
"0x015645d2a1e9124cfa01a857522b3418b1aa7066","949.71732618623","No"
"0x0157ff8a1697c3b8d6359f5f92d9fcef4661c949","685.049265105515","No"
"0x015a8ef55ac9e1827126c08e5ddee44f530fb356","5049.34841888879","No"
"0x015c9f2839cd736aa1277029e4f2345e2aaef77e","477026.294375237","No"
"0x015db809cf38eb15b9e14104faf3dbe76a57b26a","201164.193058017","No"
"0x015dea9331809a1e0705c8274d393131c3974200","14166.8776128202","No"
"0x015ebc29f691339211f798b48525d65574e99584","1000","No"
"0x015f0746f6605c3b27eeae18b34890191fa07532","4.40045455E-10","No"
"0x015fa3aea8a1858a11c84c502151ce8eaf36ee6f","7866.9849","No"
"0x016057449a6de4cabf5a728773128f8ac0969eee","70484","No"
"0x01614a9dee40dc195cad40c47ce7058359ad6a8e","4016","No"
"0x01637debbe091cf2b83509a2d5797d8985d6b2f4","401519.69139347","No"
"0x01642ac7ba5b08cf17bd91fa2faa7b29665762e5","2515.12966215512","No"
"0x0165dcff922f372e3ef7f0d0c0816ae79a4dbcca","14285.5692207464","No"
"0x0167767e7ffabd6e9fe1f958535bf296622d4b21","23640.3289024611","No"
"0x0169ec884ac08c3bab5b4212fafb4918f3225683","2788.468","No"
"0x016af212a2e307a76a835528a49674f6e089a0fd","21138.79","No"
"0x016b5356599e044aa97e543cdc5567edf39c3110","4002.91295065101","No"
"0x016b6e1a9d05ac99b8f7bb5680a20e06489d43c1","95445.9853604398","No"
"0x016b7be2b0286299ea457acd2a7545d1bb6ecc4c","356","No"
"0x016e93087771b576abb556f07ad01e94b92d5564","7149.54083929076","No"
"0x016eb6d3aea18867d34dc492cc88824ef97958a5","15902.2441949468","No"
"0x016ee7138f88856e8c56e9b4e52d4b71ed5e2f9c","60.1527992741287","No"
"0x01704ff0b2753102656d75a9946e93af5ca70219","5001.47836397","No"
"0x0170f3a1a1e188cf5fb06208a129a2fa0587fc9c","8.588712566E-09","No"
"0x017114abbf17d7798baf7e370aca2ea3573733d2","97697.03521","No"
"0x0172e05392aba65366c4dbbb70d958bbf43304e4","1022.63475834952","No"
"0x0174eb8269898814a3211c789f40bdd6c02539fc","2152.248458","No"
"0x0176ad2f7df2457b0151616a795f66ff6ee4ec5b","2720","No"
"0x01787389958fe3b98412ae5be289165bffe04cc9","76453.37250649","No"
"0x0179347f00d251b770750d79715a266cd6b0a110","50121.5754554674","No"
"0x0179e021f5580aa255cf138ed54ac3af3829008c","0.818991635843382","No"
"0x017a1d43a551f9d9c1014cf93120b9368f6401e5","5386.5815","No"
"0x017a1e27f097e2ad53d79830a7857a5ef6be8cfc","55723.3856","No"
"0x017c4dc18a2d67e82a49c4359016e50fd8e63233","1030.98441977928","No"
"0x017c8bdd97ba1f6b2051966ab665d6f123680628","116848.1","No"
"0x017cc7509bca10b935b25495aad56a51cc2ae743","460","No"
"0x017d88067660f772b00417661dc18e5e95ae15c2","302164.47318","No"
"0x017fa7fcc0bf3bcd76e6929e225044a89624fd2e","7120.14343738335","No"
"0x0180a13856a6a24a0fbdb65aad80693a2803423b","103808.279908252","No"
"0x0180bcbbe71c773e45ef249664564a74ddeeb8a5","3201.14118654136","No"
"0x0181bb567afb874d1052b19757a57683c860e3dd","1.7753262","No"
"0x018344adbf629223dd1fcff0fd604693c3142e5e","8789.71768760881","No"
"0x0184b892acaf99bf80731fef485d57ffd21a8594","252.6667554635","No"
"0x0184f776e12beab6a9257666e7b00ff65b5b1081","1103.50987895071","No"
"0x01873223894ca69462eabb41bcc3ae89639de4ec","8434.2357117856","No"
"0x0187367658406463d52f8246f0024b1fa21fe051","2621.75","No"
"0x0188a515c7a484a4ab196e184205aea1184a3306","6495.83597203339","No"
"0x018bb9b2413fa9fa699bcd0aeaa6aec4b6281ac4","28666","No"
"0x018c3c90dc51a9d1c76923c2b3c5f478e4f8c87e","420786.918874325","No"
"0x018d5c4783f5317815f6e8168942a12adde3cd3c","19.0599067871277","No"
"0x018f1ef602615059aab71861ae416379dc4539f7","2317.5142","No"
"0x018fb04361640a6dc8080d10c0ce81422d20fbe8","104016.351424032","No"
"0x0194475f169ef907702446cf3e9bdf525fa4166c","4.38833611E-10","No"
"0x0195760c1f30e75dc930b20b37abdf3f08f8e4a5","4720","No"
"0x0195fe1e9184bf49087c3b22a508469e62f38a7d","70000","No"
"0x01969896925fcb4ebea1e8641b142e1b5c5e0c48","2859.8832303891","No"
